PLAYER_NAME,AGE,TEAM_ABBREVIATION,POS,GP,MPG,FGPG,FGAPG,FG_PCT,FG3PG,FG3APG,FG3_PCT,FTPG,FTAPG,FT_PCT,ORPG,DRPG,RPG,APG,SPG,BPG,TPG,PPG,PFPG,FPPG,DD2,TD3
Scotty Pippen Jr.,24.0,MEM,Guard,79,21.3,3.6,7.5,0.48,1.1,2.8,0.397,1.5,2.2,0.713,0.8,2.5,3.3,4.4,1.3,0.4,1.7,9.9,2.6,23.7,9,1
Seth Curry,34.0,CHA,Guard,68,15.6,2.4,5.0,0.478,1.2,2.7,0.456,0.5,0.6,0.846,0.4,1.3,1.7,0.9,0.4,0.1,0.5,6.5,0.9,10.9,0,0
Shaedon Sharpe,22.0,POR,Guard,72,31.3,6.9,15.3,0.452,2.0,6.6,0.311,2.6,3.4,0.785,0.9,3.6,4.5,2.8,0.9,0.2,2.1,18.5,1.7,29.2,3,0
Shai Gilgeous-Alexander,26.0,OKC,Guard,76,34.2,11.3,21.8,0.519,2.1,5.7,0.375,7.9,8.8,0.898,0.9,4.1,5.0,6.4,1.7,1.0,2.4,32.7,2.2,54.1,6,0
Shake Milton,28.0,LAL,Guard,57,14.7,2.0,4.5,0.453,0.7,1.9,0.358,0.8,1.0,0.797,0.5,1.3,1.8,1.8,0.4,0.1,0.7,5.5,1.2,11.2,1,0
Sidy Cissoko,21.0,POR,Guard,22,5.2,0.6,1.4,0.433,0.1,0.6,0.231,0.1,0.4,0.333,0.4,0.6,1.0,0.7,0.1,0.0,0.5,1.5,0.5,3.5,0,0
Simone Fontecchio,29.0,DET,Forward,75,16.5,2.0,5.0,0.402,1.0,3.0,0.335,0.9,1.1,0.833,0.7,2.2,2.9,0.9,0.4,0.2,0.7,5.9,1.3,11.7,0,0
Skal Labissiere,29.0,SAC,Forward-Center,4,3.0,0.5,1.0,0.5,0.2,0.2,1.0,0.0,0.0,0.0,0.2,0.5,0.8,0.2,0.0,0.0,0.0,1.2,0.2,2.5,0,0
Spencer Dinwiddie,32.0,DAL,Guard,79,27.0,3.6,8.6,0.416,1.4,4.1,0.334,2.5,3.1,0.802,0.2,2.4,2.6,4.4,0.9,0.2,1.3,11.0,1.5,22.9,5,0
Spencer Jones,24.0,DEN,Forward,20,6.2,0.6,1.7,0.324,0.0,0.8,0.059,0.2,0.2,1.0,0.4,0.4,0.8,0.2,0.2,0.2,0.2,1.3,0.8,3.9,0,0
Stanley Umude,26.0,MIL,Guard,22,3.9,0.2,1.2,0.192,0.1,0.7,0.2,0.1,0.2,0.5,0.2,0.6,0.8,0.2,0.1,0.3,0.1,0.7,0.4,3.0,0,0
Stephen Curry,37.0,GSW,Guard,70,32.2,8.1,18.0,0.448,4.4,11.2,0.397,4.0,4.3,0.933,0.6,3.9,4.4,6.0,1.1,0.4,2.9,24.5,1.4,40.7,9,0
Stephon Castle,20.0,SAS,Guard,81,26.7,5.2,12.2,0.428,1.2,4.1,0.285,3.1,4.2,0.724,1.1,2.6,3.7,4.1,0.9,0.3,2.2,14.7,2.0,26.6,6,0
Steven Adams,31.0,HOU,Center,58,13.7,1.6,2.9,0.545,0.0,0.0,0.0,0.7,1.6,0.462,2.9,2.8,5.6,1.1,0.4,0.5,0.9,3.9,1.0,14.0,3,0
Svi Mykhailiuk,28.0,UTA,Guard-Forward,38,20.0,3.1,7.9,0.391,1.8,5.3,0.345,0.7,0.9,0.8,0.6,1.8,2.4,2.0,0.5,0.2,1.4,8.8,1.1,15.3,0,0
T.J. McConnell,33.0,IND,Guard,79,17.9,4.1,7.9,0.519,0.2,0.6,0.306,0.7,1.0,0.74,0.6,1.9,2.4,4.4,1.1,0.3,1.4,9.1,1.0,21.3,2,0
Taj Gibson,40.0,CHA,Forward,37,11.0,1.3,2.6,0.495,0.0,0.1,0.5,0.3,0.5,0.6,1.4,1.9,3.2,0.6,0.2,0.5,0.7,2.9,1.5,9.1,1,0
Talen Horton-Tucker,24.0,CHI,Guard,58,12.5,2.3,5.0,0.457,0.7,2.1,0.336,1.2,1.7,0.735,0.3,1.4,1.7,1.4,0.4,0.2,0.7,6.5,1.0,11.7,0,0
Tari Eason,24.0,HOU,Forward,57,24.9,4.8,9.8,0.487,1.1,3.2,0.342,1.4,1.8,0.76,2.2,4.1,6.4,1.5,1.7,0.9,1.1,12.0,2.4,28.4,6,0
Taurean Prince,31.0,MIL,Forward,80,27.1,2.9,6.4,0.457,1.8,4.2,0.439,0.5,0.6,0.813,0.4,3.2,3.6,1.9,1.0,0.2,1.0,8.2,2.1,17.8,1,0
Taylor Hendricks,21.0,UTA,Forward,3,24.8,1.3,6.0,0.222,1.0,4.0,0.25,1.0,1.3,0.75,1.7,3.3,5.0,0.7,1.7,1.3,0.7,4.7,2.7,20.0,0,0
Taze Moore,27.0,POR,Guard,2,9.9,1.0,5.0,0.2,0.5,2.0,0.25,0.5,1.0,0.5,2.0,2.0,4.0,0.5,1.0,0.0,1.0,3.0,0.0,10.6,0,0
Terance Mann,28.0,ATL,Guard-Forward,67,21.1,3.1,6.2,0.496,0.9,2.4,0.368,0.7,1.0,0.691,1.0,2.0,3.0,1.8,0.7,0.2,0.7,7.7,1.9,16.1,0,0
Terence Davis,28.0,SAC,Guard,1,7.9,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.7,0,0
Terrence Shannon Jr.,24.0,MIN,Guard-Forward,32,10.6,1.7,3.6,0.482,0.3,1.0,0.355,0.5,0.7,0.81,0.3,1.2,1.5,1.0,0.2,0.2,0.5,4.3,0.8,8.2,1,0
Terry Rozier,31.0,MIA,Guard,64,25.9,3.9,9.9,0.391,1.4,4.8,0.295,1.4,1.7,0.852,0.7,3.0,3.7,2.6,0.6,0.2,1.2,10.6,1.1,20.2,0,0
Terry Taylor,25.0,SAC,Forward,3,2.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,1.4,0,0
Thomas Bryant,27.0,IND,Center-Forward,66,14.6,2.5,4.9,0.508,0.7,2.2,0.324,0.8,1.0,0.859,1.3,2.5,3.8,0.8,0.4,0.6,0.5,6.5,1.2,15.0,1,0
Tidjane Salaün,19.0,CHA,Forward,60,20.7,1.9,5.8,0.33,1.0,3.4,0.283,1.1,1.6,0.713,1.2,3.5,4.7,1.2,0.5,0.2,1.0,5.9,1.4,14.5,2,0
Tim Hardaway Jr.,33.0,DET,Guard-Forward,77,28.0,3.6,8.8,0.406,2.2,5.9,0.368,1.6,1.9,0.855,0.2,2.1,2.4,1.6,0.5,0.1,0.6,11.0,1.2,17.3,0,0
Tobias Harris,32.0,DET,Forward,73,31.6,5.3,11.0,0.477,1.2,3.6,0.345,2.0,2.3,0.861,0.9,5.0,5.9,2.2,1.0,0.8,1.2,13.7,1.9,28.4,5,0
Tolu Smith,24.0,DET,Forward,1,22.4,6.0,9.0,0.667,0.0,0.0,0.0,2.0,3.0,0.667,4.0,4.0,8.0,0.0,0.0,0.0,2.0,14.0,3.0,21.6,0,0
Tony Bradley,27.0,IND,Center-Forward,14,8.1,2.1,3.2,0.644,0.1,0.2,0.333,0.1,0.4,0.333,1.3,1.7,3.0,0.4,0.1,0.6,0.4,4.4,0.8,10.6,1,0
Torrey Craig,34.0,BOS,Forward,26,12.1,1.5,3.5,0.422,0.9,2.5,0.364,0.3,0.5,0.667,1.0,1.8,2.8,0.7,0.3,0.5,0.3,4.2,1.3,10.5,0,0
Tosan Evbuomwan,24.0,BKN,Forward,28,23.7,3.4,7.9,0.427,0.9,2.8,0.312,2.0,2.6,0.753,1.1,3.1,4.3,2.0,0.9,0.4,1.4,9.5,2.0,19.9,0,0
Toumani Camara,25.0,POR,Forward,78,32.7,4.2,9.2,0.458,1.7,4.6,0.375,1.2,1.6,0.722,2.2,3.6,5.8,2.2,1.5,0.6,1.4,11.3,2.9,26.6,4,0
Trae Young,26.0,ATL,Guard,76,36.0,7.4,18.1,0.411,2.9,8.4,0.34,6.5,7.4,0.875,0.5,2.6,3.1,11.6,1.2,0.2,4.7,24.2,1.9,44.7,51,0
Trayce Jackson-Davis,25.0,GSW,Forward,62,15.6,2.8,4.9,0.576,0.0,0.0,0.0,1.0,1.6,0.578,2.0,3.0,5.0,1.7,0.4,0.6,0.7,6.6,1.2,17.3,4,0
Tre Jones,25.0,CHI,Guard,46,19.7,2.8,5.2,0.538,0.4,1.0,0.396,1.2,1.5,0.821,0.7,1.8,2.5,4.2,0.8,0.2,0.8,7.2,1.2,18.8,1,0
Tre Mann,24.0,CHA,Guard,13,24.5,5.4,12.4,0.435,1.8,4.6,0.4,1.5,1.6,0.905,0.9,2.0,2.9,3.0,0.5,0.3,1.9,14.1,1.8,22.7,0,0
Trendon Watford,24.0,BKN,Guard-Forward,44,20.7,3.7,8.0,0.469,0.7,2.0,0.33,2.1,2.8,0.762,0.8,2.8,3.6,2.6,0.6,0.3,1.9,10.2,2.2,19.3,1,0
Trentyn Flowers,20.0,LAC,Forward,6,4.4,0.7,1.8,0.364,0.0,0.3,0.0,0.5,0.5,1.0,0.2,0.5,0.7,0.0,0.0,0.0,0.2,1.8,0.7,2.5,0,0
Trevelin Queen,28.0,ORL,Guard,31,13.9,1.8,4.7,0.381,0.7,2.5,0.286,0.6,0.7,0.857,0.8,0.9,1.7,1.2,1.0,0.3,0.7,4.9,1.2,12.1,0,0
Trey Alexander,22.0,DEN,Guard,24,4.9,0.5,1.7,0.317,0.1,0.7,0.176,0.1,0.2,0.75,0.0,0.5,0.5,0.5,0.1,0.0,0.2,1.3,0.4,2.8,0,0
Trey Jemison III,25.0,LAL,Center,38,10.3,1.1,1.9,0.554,0.0,0.0,0.0,0.3,0.9,0.394,1.2,1.6,2.8,0.4,0.2,0.4,0.6,2.5,1.8,7.7,0,0
Trey Lyles,29.0,SAC,Forward,69,19.6,2.3,5.4,0.42,1.2,3.4,0.34,0.8,1.2,0.7,1.2,3.4,4.6,1.2,0.6,0.3,0.6,6.5,1.2,16.0,1,0
Trey Murphy III,25.0,NOP,Forward,53,35.0,7.2,15.8,0.454,3.0,8.3,0.361,3.8,4.3,0.887,0.9,4.2,5.1,3.5,1.1,0.7,1.9,21.2,2.1,36.0,2,0
Tristan Thompson,34.0,CLE,Center-Forward,40,8.2,0.8,1.8,0.437,0.0,0.1,0.0,0.2,0.8,0.233,0.8,2.6,3.4,0.6,0.0,0.3,0.4,1.7,0.9,7.3,0,0
Tristan Vukcevic,22.0,WAS,Forward,35,14.6,3.4,6.9,0.496,1.1,2.9,0.373,1.5,1.9,0.776,0.7,3.0,3.7,1.1,0.3,0.7,1.2,9.4,1.6,17.3,1,0
Tristan da Silva,24.0,ORL,Forward,74,22.0,2.7,6.5,0.412,1.1,3.2,0.335,0.7,0.9,0.873,1.0,2.3,3.3,1.5,0.4,0.2,0.8,7.2,1.3,14.8,1,0
Tristen Newton,24.0,MIN,Guard,8,2.0,0.1,1.0,0.125,0.0,0.4,0.0,0.1,0.1,1.0,0.2,0.2,0.5,0.2,0.1,0.0,0.2,0.4,0.5,1.5,0,0
